礼	二小乚󰁀
診	言人彡󰁥
註	言丶王󰀝
殯	一夕宀貝
訽	言勹口󰀝
䑥	丿󰁪乃󰂃
鸍	一八冂灬
芞	艹气󰀅
犞	牜丿大口
詀	言󰀥口󰀝
詁	言古󰀝
钍	钅土󰀝
蒍	艹丶丿灬
鰶	󰁢灬󰁯小
詃	言亠幺󰁶
詄	言丿夫󰁶
詅	言人丶󰁻
詆	言󰁚󰀁丶
詇	言ㄇ大󰁶
詉	言女又󰁶
詊	言丷󰀟󰀢
詋	言口儿󰁀
詌	言甘󰀝
詍	言廿󰄃󰁀
謢	言亻󰁷又
騻	󰀋灬大乂
詏	言幺力󰁥
缴	纟白方夂
艺	艹乙󰀅
弴	弓󰁸子󰀝
扺	扌󰁚󰀁󰁀
㨻	車斤手󰀬
伴	亻丷󰀟󰀢
㮎	木丆卜皿
䮎	󰀋灬乂丨
反	⺁又󰀦
揍	扌三人大
詑	言宀匕󰁀
詒	言厶口󰀝
詓	言土厶󰁶
詔	言刀口󰀝
評	言一丷十
詖	言皮󰁶
贎	貝艹曰丶
㧪	扌⺈厂⺋
䧪	阝广大女
利	禾刂󰀢
槪	木白匕󰁜
秪	禾󰁚󰀁丶
觪	⺈用辛󰀢
駪	󰀋灬丿儿
詗	言冂口󰀝
詘	言凵山󰀢
詙	言又丶
詚	言日一󰀝
詛	言󰀐一󰀝
詜	言凵丨又
膺	广亻亻月
移	禾夕夕󰁶
詝	言宀丁󰀢
醺	西一丿灬
佴	亻耳󰀝
㽴	疒󰂃󰀦
潴	氵犭ノ日
姻	女囗大󰁶
㳎	氵厶廾󰀢
詞	言𠃌一口
詟	ヒ丶言
詠	言丶𠃌󰀩
糎	米厂曰土
撍	扌󰀄󰁜日
咍	口厶口󰀝
䳎	臼󰁟灬󰁶
锍	钅亠厶󰀸
豎	匚丨󰁃䒑
㦪	忄言火又
詤	言人󰄃󰀸
妪	女匚乂󰁶
䦪	門日勹󰄃
物	牜勹󰁤ノ
扩	扌广ノ
鉩	釒人小󰁶
親	立朩目儿
試	言󰀁工丶
詧	󰁯言󰀘
詨	言六乂󰁶
詩	言土寸󰁶
詸	言米󰁶
詫	言宀丿七
离	亠乂凵厶
覻	虍一口儿
馻	󰀋灬厶儿
詬	言⺁一口
㾴	疒木日一
䇺	⺮一口䒑
出	凵山󰀵
澴	氵罒一󰀔
詭	言⺈厂⺋
㑍	亻二木󰁶
詯	言丿目󰀝
躅	口止罒虫
洎	氵丿目󰀝
瑍	王⺈ㄇ大
䴎	田田田灬
崎	山大丁口
蓍	艹土丿日
鲎	󰀧冖󰁢一
該	言亠ㄥ人
詳	言羊󰀢
憩	丿古丿心
熩	火丶尸巴
䩪	廿󰀜宀󰃧
婪	木木女󰀘
詶	言丶丿丨
詷	言冂一口
詪	言艮󰁶
驪	󰀋灬一匕
詺	言夕口󰀝
詻	言夂口󰀝
歡	艹口口人
㸍	火虍一戈
翴	羽車辶󰁶
愺	忄艹早󰀢
忴	忄人丶乛
俴	亻戈戈󰁶
詿	言土土󰀝
誀	言耳󰀝
鄺	广󰁺由阝
襻	衤󰁧木手
芴	艹勹󰁤󰁣
簧	⺮󰁺由八
㔍	⺮目廾刂
勥	弓口虫力
屎	尸米󰀦
䔍	艹󰀋灬󰁧
甍	艹罒冖丶
汎	氵几丶󰁶
誄	言二木󰁶
誅	言丿未󰁶
誆	言匚王󰀝
誇	言大二ㄅ
誈	言一厶土
鎍	釒十冖小
诎	讠凵山󰀢
篎	⺮目小丿
狥	犭󰁥勹日
誌	言士心󰁶
瀜	氵一口虫
誎	言木口󰀝
誐	言丿扌丶
誑	言犭󰁥王
誒	言厶𠂉大
誔	言丿士廴
淝	氵月巴󰁀
誖	言十冖子
誗	言禾刂󰀢
誘	言禾乃󰁥
誙	言一巛工
㪎	大人人又
䪎	廿󰀜山口
媎	女土丿日
谣	讠爫󰅎山
誜	言厶八夂
誝	言人丶口
語	言五口󰀝
誟	言土丿子
誠	言戊𠃌󰁀
誡	言戈廾󰀢
誢	言目儿󰁀
誣	言工人人
誤	言口一大
莥	艹犭󰁥一
玥	王月󰀝
鍍	釒广廿又
誦	言󰁻用󰀢
獍	犭ノ立儿
谎	讠艹亠󰀸
誧	言甫󰁶
誨	言𠂉母󰁶
誩	言言󰀝
說	言八口儿
誫	言厂二󰀖
説	言丷口儿
㑏	亻宀寸󰁶
鴼	󰁟灬夂口
誯	言日曰󰀝
誰	言亻󰁷󰀝
誱	言一󰁬󰁾
課	言曰木󰁶
誳	言尸凵山
誴	言宀二小
誵	言乂月
铘	钅󰀂亅阝
掍	扌曰󰁴匕
厍	厂车󰀵
䯎	󰀾月人干
㯎	木言木󰁶
誸	言弓亠幺
誹	言丨三三
誺	言木人人
歶	止匕曰丶
鼯	臼󰁐󰁦口
誾	門言󰀌
獥	犭󰁥白攵
諀	言白丿十
萍	艹氵一十
琍	王禾刂󰀢
奎	大土土󰀘
魎	白󰁜厶丶
諂	言⺈臼󰀝
諃	言木木󰁶
諄	言󰁸子󰀝
諅	󰀎八言󰀘
諆	言󰀎八󰁶
談	言火火󰁶
諈	言丿士󰁺
諉	言禾女󰀝
諊	言勹米󰁶
請	言月󰀝
諌	言木曰󰀝
諍	言⺈󰁬亅
諎	言󰁺日󰀝
諏	言耳又󰁶
諐	亻口󰀸言
諑	言一󰀓丶
導	䒑丿目寸
捍	扌日干󰀢
㰎	木山亻𠃌
䍍	士冖一又
市	亠冂丨󰀬
諕	言虍几󰁀
䓞	艹丶尸犬
舥	丿󰁪巴󰁀
鈥	釒火󰁶
胟	月母󰁶
諘	言󰀔󰁶
諙	言󰁚󰀁日
珍	王人彡ノ
讎	亻󰁷言󰁷
鏍	釒田幺小
諚	言宀一󰁾
諛	言臼人󰁶
諜	言廿󰄃木
諝	言乛󰁾月
諞	言丶尸艹
諟	言日一󰁾
諠	言宀一一
諡	言八一皿
諢	言冖車󰀢
諣	言ㄇ󰁈口
諤	言口口ㄅ
諥	言丿一土
諦	言亠丷丨
諧	言󰁴匕白
諩	言䒑业󰀝
諪	言󰁸冖丁
须	彡丆贝󰁶
耺	耳二厶󰁶
瀺	氵⺈口丶
損	扌口貝󰁶
名	夕口󰀘
䀺	亻丨攵目
㡻	广󰁚丿卩
諬	禾乚丶
諭	言人一刂
諮	言冫⺈口
諯	言山丆〢
㔞	丿十丬力
凥	尸几󰁫
臥	匚丨󰁃人
諰	言田心󰁶
釥	釒小󰁶
諲	言覀土󰀝
銍	釒一厶土
芍	艹勹丶󰁧
犍	牜󰁬󰀟廴
抍	扌丿廾󰀢
諳	言立日󰀝
諴	言戊一口
諵	言十冂十
諶	言󰀎八󰄃
諷	言几丿虫
諸	言土丿日
㦎	忄󰁬土一
䦎	門二儿󰁫
諺	言立丿彡
諻	言白王󰀝
頻	止󰀤丆貝
諽	言廿󰀜󰀢
砻	ヒ丶石
蠻	言糹糹虫
偺	亻夂卜日
恺	忄山己󰁀
㠻	土丿冂丨
䁺	目罒土十
諿	言口耳󰀝
謀	言甘木󰁶
謁	言曰勹󰄃
謂	言田月󰀝
謃	言曰丿
謄	月丷夫言
謅	言勹凵丿
謆	言丶尸羽
謈	曰󰁺八言
謉	言白󰁜厶
謎	言米辶󰁶
鬎	󰂞彡木刂
才	󰀛丿󰀏
牍	丿丨一大
犥	牜󰁙󰁴灬
劥	亠几力󰁥
謊	言艹亠󰀸
謋	言夕㐄木
謍	火火冖言
謏	言臼丨又
謐	言心丿皿
謑	言爫幺大
嫎	女亠丷方
䊍	禾勹丿米
㫎	方𠂉冖車
謔	言虍匚一
査	木󰀐一󰀘
埻	土󰁸子󰀝
蟻	虫丷王丶
矻	石𠂉乙󰁀
謗	言亠丷方
謘	言尸辛󰀢
䟻	口止人朩
㟻	車斤山󰀬
謚	言䒑八皿
講	言󰀀冂土
謜	言厂白小
謝	言丿󰀽寸
謞	言󰁸冂口
謟	言爫臼󰀝
謠	言󰁝𠂉凵
謡	言爫𠂉凵
猍	犭󰁥木人
挍	扌六乂󰁶
錍	釒白丿十
詎	言匚󰁃󰀝
栻	木󰀁工丶
艥	丿󰁪口丶
牥	牜方󰁥
謤	言覀二小
謥	言丿囗心
謨	言艹曰大
謩	艹曰大言
謫	言亠丷古
鞻	廿󰀜󰀻女
前	䒑月刂󰀬
謬	言羽人彡
㬎	日幺幺灬
垻	土貝󰁶
枻	木廿󰄃󰁀
瞻	目⺈厂言
螻	虫󰀻女󰀝
謯	言虍󰀐一
锫	钅立口󰀝
㞻	山口一ㄅ
䞻	土󰁾󰁻力
謲	言厶厶彡
謳	言匚口口
謴	言毌貝󰁶
謵	言羽白󰀝
謶	言广廿灬
謷	󰁡攵言
謸	言󰁡攵
謹	言廿口
檎	木人亠厶
狍	犭ノ勹巳
苍	艹人⺋󰀅
鋍	釒十冖子
謺	土䒑十言
謻	言禾夕夕
謽	弓口虫言
謾	言曰罒又
䟞	口止小丿
儥	亻士罒貝
謿	言十早月
譀	言乛耳攵
㩎	扌日月犬
譁	言艹一󰀟
匍	勹甫󰀦
䩎	丆囗〢人
坻	土󰁚󰀁丶
䝻	貝尸古󰀝
㝻	廿口丿
譃	言虍业󰀝
靻	廿󰀜󰀐一
蝻	虫十冂十
睻	目宀一一
杻	木󰁈丨一
譅	言刀丶止
譆	言士口口
㤩	夂口心󰁧
䅨	禾禾日󰀝
譈	言󰁸孑攵
證	言癶一䒑
藣	艹罒厶匕
譋	言門月󰀝
譌	言爫丿灬
譍	广亻亻󰁷
譎	言󰁻乛口
譏	言幺幺人
譐	言丷西寸
譑	言丿大口
譒	言丿米田
譓	言一曰心
购	贝勹厶󰁶
窘	宀八󰁬口
郥	貝阝󰀢
馍	⺈󰁐艹大
腌	月大日乚
煌	火白王󰀝
榍	木尸⺌月
妍	女一廾󰀢
䃓	石󰀀冂土
㦍	忄口口丿
識	言亠丷日
䦦	門金󰀌
全	人王󰀘
慨	忄彐厶󰁜
煨	火田一󰀖
褩	丿󰁪几󰀔
譙	言亻󰁷灬
譚	言覀早󰀢
㠞	彳山一山
譛	言夫夫日
埩	土⺈󰁬亅
䟩	口止土厶
㟩	󰁂󰀁攵山
㤌	忄甘󰀝
䤌	西一人口
夌	土八夂󰁧
椌	木宀八工
礌	石󰀙田󰀝
褌	衤󰁧冖車
餌	人良耳󰀝
逺	土ㄥ󰀔辶
譤	言白方攵
譥	白方攵言
譧	言广䒑八
譨	言ㄇ󰁺󰀖
譩	言立曰心
譪	言艹曰󰄃
譫	言⺈厂言
譭	言臼工又
杖	木󰂃󰁶
韩	十日十丨
蟩	虫厂䒑人
矩	𠂉大匚󰁃
柩	木匚ク丶
莇	艹󰀐󰀞力
議	言丷王丶
譱	羊言言󰀌
耝	二木󰀐一
㢩	弓勹丶󰁶
䢩	五口攵辶
譳	言󰀙丆〢
譴	言口丨辶
譵	言业丷寸
譶	言言言󰀘
護	言艹亻又
譸	言士乛寸
譹	言󰁸冖󰀓
譺	言匕𠂉󰁾
譻	貝貝言󰀘
譼	匚丨󰁃言
譽	󰀗一󰁕言
譾	言䒑月羽
譿	言三丨心
讀	言士罒貝
讁	言亠丷辶
道	䒑丿目辶
讂	言⺈ㄇ夂
讃	言夫夫貝
懌	忄罒土十
凌	冫土八夂
臌	月士口又
稍	禾⺌月󰀝
讄	言田田田
讅	言宀丿田
部	立口阝󰀢
㨍	土土寸手
烨	火亻ヒ十
胨	月󰀂小󰁶
墩	土󰁸孑攵
惨	忄厶大彡
讆	彳󰁆口言
讇	言門⺈臼
䄨	禾一󰀛󰀢
㥩	忄土丿日
讋	立月一言
慥	忄丿土辶
䞞	土󰁾弓󰀯
讍	言王口口
讏	彳󰁆口言
䣙	山月月阝
讑	言人一艹
讒	言⺈口丶
讓	言亠口󰀔
讔	言阝爫心
讕	言門木󰀹
嗀	士冖一又
棴	木月卩又
讘	言耳耳耳
醌	西一日匕
讙	言艹口󰁷
炓	火󰁦十󰀢
肓	亠󰄃月󰀘
册	󰀼󰀼一󰀌
悓	忄目儿󰁀
㥍	忄󰀎八󰁶
䥍	土䒑十金
讛	言艹土厶
讜	言⺌冖灬
楩	木亻一乂
奩	大匚口口
襩	衤󰁧士貝
焨	火日月󰀝
丩	󰁐丨󰀵
器	口口大口
温	氵日皿󰀝
縩	糹󰁯二小
踩	口止爫木
鸩	冖󰁜勹一
瀥	氵羽󰁸口
䛞	言日干󰀢
硌	石夂口󰀝
桌	󰀥日木󰁧
塌	土日羽󰀝
䡌	車厶󰁶
䜞	言󰀴󰀳󰀝
㢦	丁口丁丶
題	曰一󰁾貝
行	彳一丁󰀢
圞	囗言糹木
诐	讠皮󰁶
悥	言心󰁧
㺟	犭󰁥羽󰁷
䙞	衤󰁧癶䒑
聥	耳丿口丶
恥	耳心󰁶
㢞	广羽田八
䗦	虫夂三辶
䚦	⺈用⺁几
灝	氵曰󰁸貝
谸	丿八口
谹	八人口厶
谺	八人口丿
谻	八人口󰀠
㙨	土幺幺人
䂨	石斤丶󰁶
㣩	彳木木󰁶
谾	八人口工
豀	八人口大
豂	八人口彡
豃	八人口攵
豄	八人口貝
豅	八人口三
砌	石七刀ノ
迍	一凵乚辶
頌	八厶丆貝
豏	一口䒑八
㠌	山󰀎八人
俍	亻丶艮󰁶
忍	刀丶心󰁧
栌	木󰀥尸ノ
豒	山三丨丿
豖	一󰀓丶󰀦
䆍	禾立月三
豘	一󰀓一乚
豙	立󰀓󰁧
汮	氵勹冫󰀝
豜	一󰀓一廾
豝	一󰀓巴󰁀
豞	一󰀓勹口
針	釒十󰀢
臝	󰄹月日丶
邨	一凵󰁐阝
肨	月三丨󰀢
炨	火宀匕󰁀
您	亻⺈小心
储	亻讠土日
旨	匕日󰀘
痨	疒艹冖力
䶩	止󰀆󰀴󰀳
嗨	口氵𠂉母
㻧	王夕㐄木
豠	一󰀓󰀐一
藨	艹󰁙󰁴灬
门	门丶丨𠃌
壌	土六󰀀󰀔
䣌	广󰁚󰀁阝
磌	石十󰀣八
棌	木爫木󰁶
飌	艹口口虫
裌	衤󰁧大人
豦	虍一󰀓󰀦
豧	一󰀓甫󰁶
豨	一󰀓乂丨
豩	一󰀓一󰀓
豬	一󰀓土日
豭	一󰀓󰁃又
豮	一󰀓十贝
潥	氵覀米󰁶
豰	士冖二又
碟	石廿󰄃木
询	讠勹日󰀝
豴	一󰀓亠古
豵	一󰀓彳󰁾
镴	钅巛囗󰁒
輋	山大車󰀬
㶩	火冖󰁜󰁀
舝	󰁆巛冖㐄
鈝	釒丿󰀟󰀢
嘨	口󰁬米󰀯
乩	󰀥口乚󰁀
繩	糹黽󰀝
昨	日𠂉丨二
鹩	大丷日一
蹩	丷冂󰅇󰁾
䛦	言八人口
豻	豸干󰀢
梌	木人一朩
碌	石󰁭氺󰁶
䢌	一冂丨辶
墌	土广廿灬
貃	豸白󰀝
貇	豸艮󰁶
袌	亠勹巳󰀔
颌	人一口贝
貈	豸丿󰁪󰁶
貍	豸曰土󰀝
貎	豸臼儿󰁀
貐	豸人一刂
貒	豸山丆〢
兝	古儿八刀
䅝	禾宀八工
腓	月丨三三
爫	爫丿丶丿
貚	豸口口十
貛	豸艹口󰁷
貝	貝丨󰁈丶
貞	󰀥貝󰁧
貟	厶貝󰁧
㘨	土冂人󰁶
負	⺈貝󰁧
財	貝󰀛丿󰁥
貢	工貝󰁧
貣	󰀁丶貝󰁧
貤	貝也󰁀
貥	貝亠几󰁀
貦	貝二儿󰁀
貧	八刀貝󰁧
貨	亻ヒ貝󰁧
㬩	日三丨心
龍	立月一三
辍	车又又又
欩	刀口⺈人
澍	氵士口寸
坌	八刀土󰀘
侍	亻土寸󰁶
㝌	宀ク󰂃󰁧
貪	人丶乛貝
貫	毌貝󰁧
責	貝󰁧
熝	火󰁙󰁴匕
笩	⺮亻󰀁丶
荨	艹彐寸󰁧
鬩	丨王王儿
貮	一󰀁貝丶
䆝	宀八丿皿
冝	冖󰀐一󰀘
睤	目田一󰀯
貰	廿󰄃貝󰁧
貱	貝皮󰁶
貲	止匕貝󰁧
貳	󰀁二貝丶
貴	口丨一貝
貵	厶大貝󰁧
㻍	王口一大
仍	亻乃ノ
廍	广立口阝
滍	氵凵丨虫
绍	纟刀口󰀝
蜌	虫󰁴匕土
黍	禾人氺󰁧
㧩	扌几一丨
買	罒貝󰁧
貸	亻󰀁丶貝
貹	貝丿󰀝
秩	禾󰅎人󰁶
憨	乛耳夂心
姩	女𠂉㐄󰀢
䧩	阝乛耳攵
費	弓󰀯貝󰁧
貽	貝厶口󰀝
駩	󰀋灬人王
膨	月士口彡
貾	貝󰁚󰀁丶
貿	󰁚丶刀貝
賀	力口貝󰁧
賁	十艹貝󰁧
賂	貝夂口󰀝
賃	亻丿士貝
賄	貝月󰀝
賅	貝亠ㄥ人
賆	貝䒑廾󰀢
資	冫⺈人貝
勝	月丷夫力
㐦	󰀗一󰁕乙
賉	貝丿皿󰀝
狝	犭󰁥⺈小
賋	貝六乂󰁶
賌	亠ㄥ丿貝
賍	貝广土󰀝
賎	貝二戈󰁶
賐	貝厶八夂
賑	貝厂二󰀖
媩	女古月󰀝
檩	木亠囗小
㪩	󰁬十󰀲又
韌	󰁆口㐄丶
䟌	土󰁾十󰁷
㟌	山乚丶
柌	木𠃌一口
埌	土丶艮󰁶
賕	貝一氺丶
溌	氵癶二儿
賗	貝口口丨
賘	貝广土丶
骩	󰀾月九󰁀
賙	貝󰀼土口
狨	犭ノ戈
苨	艹尸匕󰀅
賚	木人人貝
䢊	子辶󰀌
賜	貝曰勹󰁤
煉	火木󰀹󰀝
錝	釒宀二小
賞	⺌冖口貝
茝	艹匚丨丨
賠	貝立口󰀝
賡	广󰁬人貝
賢	匚丨󰁃貝
犸	犭ノ󰀊一
賤	貝戈戈󰁶
賥	貝亠人十
賦	貝一󰀁丶
賧	貝火火󰁶
夵	大小󰁧
鞌	宀女廿󰀜
㭩	木爫寸󰁶
挨	扌厶𠂉大
孩	孑亠ㄥ人
垌	土冂一口
潍	氵纟亻󰁷
㞌	尸子󰀌
位	亻立󰀝
質	斤斤貝󰁧
賫	十人人貝
賬	貝󰀍󰀖󰁶
賭	貝土丿日
茨	艹冫⺈人
筩	⺮󰁻用󰀬
賮	󰁬丨一貝
錨	釒艹田󰀝
儉	亻人一人
賯	貝勹日子
䉝	⺮丷王丶
剝	彑氺刂󰀢
衹	衤󰁧󰁚󰀁
鉝	釒立󰀝
賳	貝十戈口
䡋	車十又󰁶
噌	口丷󰀺日
亍	一丁󰀬
㙌	土󰁬丨八
呋	口二人󰁶
陌	阝丆日󰀝
躍	口止羽󰁷
纍	田田田小
溍	氵一业日
賸	月丷夫貝
賹	貝䒑八皿
賺	貝䒑󰁬八
賻	貝甫寸󰁶
䎾	耳人一艹
賽	宀󰀀八貝
賾	匚丨口貝
賿	貝羽人彡
贀	匚𠂉大貝
鸤	尸󰁠一󰀝
贂	貝厶厶彡
贄	土䒑十貝
贅	󰁡攵貝
㲧	毛又丶虫
䫞	丷王灬貝
犝	牜立曰土
濪	氵月巴
砩	石弓󰀯󰀢
迪	由辶󰀌
遨	主󰁡夂辶
贇	文一󰀁貝
贈	貝丷󰀺日
贉	貝覀早󰀢
贊	丿土󰁜貝
嘌	口覀二小
昌	日日󰀘
瘌	疒一口刂
跍	口止古󰀝
贋	厂亻亻貝
贌	貝业䒑夫
㷍	火人一艹
䘌	匚艹虫
抨	扌一丷十
动	二厶力ノ
䫩	厶厶厶貝
㫩	十艹日󰀘
贐	貝󰁬丨皿
贑	立早工貝
贒	匚丨󰁃貝
飱	一夕人艮
贔	貝貝貝󰁧
贕	󰁚丶丿貝
飕	几乂臼又
贗	厂亻󰁟貝
贙	虍几虍貝
銨	釒宀女󰀝
芨	艹乃󰂃󰁧
竩	立宀󰀐一
贚	貝立月三
贛	立早夂貝
贜	貝艹戈丨
㡊	冂丨⺈臼
珝	王羽󰀝
㴧	氵丿目心
贠	厶贝󰁧
遉	󰀥貝辶󰀦
㛌	女厶丿󰀟
䁉	丶尸戈目
弍	󰀁二丶󰀦
伍	亻五󰀝
缍	纟丿十一
曌	日月宀工
雌	止󰁴亻󰁷
蛌	虫⺁厶󰂃
㞊	凵山二乚
䐝	月⺌貝󰁶
耉	土丿丿口
瀉	氵宀臼灬
䀉	丿大口皿
卝	丨一󰀥󰀝
獝	犭󰁥󰁻口
鎝	釒艹人口
䕦	艹󰄹月丶
匊	勹米󰀦
赬	土󰁖󰀥貝
安	宀女󰀘
赲	土󰁾力󰀏
䝊	一󰀓一󰁾
㱞	一夕立󰀝
䱞	󰁢灬大小
螩	虫亻丨朩
鞩	廿󰀜⺌刂
枩	木八厶󰁧
瞩	目尸丿丶
赹	土󰁾勹冫
赺	土󰁾人乛
赻	土󰁾小丿
赼	土󰁾⺈人
䚌	白大十儿
幍	冂丨爫臼
赾	土󰁾斤󰀵
㹍	牜亠丷古
蚌	虫三丨󰀢
鹍	曰󰁴󰁴一
湍	氵山丆〢
侪	亻文󰀯󰀢
赿	土󰁾󰁚󰀁
趀	土󰁾丿丿
趂	土󰁾⺈小
趃	土󰁾丿夫
趆	土󰁾󰁚丶
䚊	䒑八皿儿
趇	土󰁾立󰀌
趈	土󰁾󰀥口
皊	白人丶󰁻
処	夂几󰁫
趉	土󰁾凵山
釦	釒口󰀝
趌	土󰁾士口
趎	土󰁾丿未
趐	土󰁾羽󰀌
趒	土󰁾儿󰀪
硩	扌斤石󰀘
怨	夕⺋心󰁧
逨	木人人辶
衩	衤󰁧又丶
趓	土󰁾几木
趕	土󰁾曰干
趖	土󰁾人土
趗	土󰁾口󰁾
趘	土󰁾尸毛
趙	土󰁾⺌月
趚	土󰁾木口
翽	止戊一羽
趜	土󰁾勹米
䛊	言口八󰁶
钓	钅勹丶󰁶
趝	土󰁾人心
綌	糹八人口
蒓	艹糹一乚
咓	口一󰁐丶
涌	氵󰁻月丨
㶌	氵耳幺一
䒓	艹一ㄅ󰀅
㒝	亻艹罒人
劦	力力力󰁣
尪	乚王󰀌
䰪	󰀪人月厶
㰪	土土⺈人
犦	牜曰󰁺氺
鏩	釒車斤󰀢
菩	艹立口󰀘
簪	⺮󰀂󰁜日
氪	󰅎⺄古儿
趞	土󰁾󰁺日
趠	土󰁾󰀥早
趡	土󰁾亻󰁷
趢	土󰁾󰁭氺
趤	土󰁾宀石
趥	土󰁾丷一
趦	土󰁾冫口
趧	土󰁾日󰁾
趨	土󰁾勹丿
趩	土󰁾田八
趫	土󰁾丿口
趬	土󰁾土儿
趭	土󰁾亻灬
鷌	󰁟灬󰀋灬
趮	土󰁾口木
趯	土󰁾羽󰁷
淌	氵⺌冂口
呓	口艹乙󰁀
跌	口止󰅎人
緌	糹禾女󰀝
锩	钅䒑大⺋
䘊	虫⺮罒人
䑓	艹二冖土
㑓	亻厶又
峪	山八人口
泪	氵目󰀝
甩	月乚󰁫
㳍	氵冂丨
䳍	󰁺八󰁟灬
唌	口丿󰀥廴
泍	氵木一󰀝
甌	匚口口丶
蔌	艹一口人
鳍	󰁢󰀞土日
趶	口止一󰀛
趷	口止𠂉乙
趹	口止ユ人
趻	口止人乛
趽	口止方󰁥
跀	口止月󰀝
跁	口止巴󰁀
跂	口止十又
跅	口止斤丶
跇	口止廿󰄃
䘝	衤󰁧󰀁丶
勦	巛曰木力
跉	口止人󰁻
噊	口󰁻乛口
䙊	衤󰁧一丨
跊	口止未󰁶
猦	犭󰁥几虫
跐	口止止匕
跒	口止丁口
镩	钅宀八丨
跓	口止丶王
㛑	󰀥夕又女
沪	氵丶尸ノ
啩	口土土卜
蕩	艹氵曰󰁤
粪	米󰁺八󰁧
硂	石人王󰀝
跘	口止丷󰀟
䕩	艹木大小
㕩	口三丨󰀢
跙	口止󰀐一
跜	口止尸匕
㭧	丿󰁪木󰁧
閊	門山󰀵
䎦	二木火火
跠	口止一人
跡	口止亠󰁖
跢	口止夕夕
鋦	釒尸𠃌口
狦	犭󰁥冂〢
跧	口止人王
跩	口止曰丿
跭	口止夂㐄
跮	口止一土
凉	冫󰁸小󰁶
铓	钅艹亠󰄃
蓓	艹亻立口
経	糹又土󰀝
浌	氵亻戈󰁶
嵌	山艹二人
䓓	艹三丿寸
㓓	冫十冂十
钩	钅勹厶󰁶
睌	目⺈口󰁜
璩	王󰅋七󰀓
赪	土󰁖󰀥贝
咩	口䒑󰀟󰀢
浪	氵丶彐󰀖
㵪	氵丷王人
䵪	󰀹土灬匕
䖝	丿虫󰀦
嗊	口工貝󰁶
跾	亻丨攵󰁾
跿	口止土󰁾
踀	口止口󰁾
嚾	口艹口󰁷
踂	口止耳乚
踃	口止⺌月
踄	口止止󰀤
䤊	西一艹耳
惉	氵󰀥口心
胉	月白󰀝
郉	一干阝
踆	口止厶夂
踇	口止𠂉母
踈	口止木口
䈦	⺮乂凵夂
踋	口止土卩
踍	口止土子
踐	口止戈戈
捦	扌金󰀝
㨩	扌广丿廴
䉨	⺮立󰀓又
娩	女⺈口󰁜
扨	扌刀丶󰁶
铩	钅乂木󰁶
贪	人丶乛贝
騩	󰀋灬白厶
洪	氵󰁺八󰁶
哩	口日土󰀝
䴪	󰁙󰁴匕氺
沍	氵一彑󰀝
呌	口󰁦十󰀢
﨩	阝󰁟山󰀢
獦	犭󰁥艹󰄃
鍦	釒方𠂉也
鲍	󰁢󰀞勹巳
葌	艹女女女
踒	口止禾女
饑	人良幺人
踕	口止一󰁾
嵊	山禾丬匕
踗	口止人心
踘	口止勹米
踙	口止耳又
踚	口止人艹
踛	口止土土
踜	口止土夂
圝	囗言糹糹
䠧	口止尸日
踠	口止宀⺋
踡	口止丷⺋
踤	口止亠十
踥	口止立女
踨	口止人󰁾
踫	口止䒑业
瀦	氵一󰀓日
踰	口止人刂
㐌	𠂉也󰀅
䯍	󰀾月人󰁻
同	冂一口󰀌
搌	扌尸󰁺󰀖
踳	口止三日
踴	口止󰁻力
狄	犭ノ火󰁶
踷	口止土日
踸	口止󰀎󰄃
踻	口止ㄇ口
柗	木八口󰀝
踾	口止一田
篍	⺮禾火󰁧
萌	艹日月󰀘
鯍	󰁢灬亠󰀸
踿	口止禾火
霝	󰀙口口口
蜝	󰀎八虫󰁧
咊	口禾󰁶
㳋	氵丘󰀝
䒊	八一ㄅ巴
蹃	口止艹口
蹅	口止木一
蹆	口止艮辶
蹌	口止人口
㦩	忄阝爫心
蹎	口止十八
慌	忄艹亠󰀸
榩	木虍文󰁶
禩	礻󰁶田八
䦩	門目夂󰀦
妩	女二󰁜󰁀
肦	󰀼冫八刀
蹔	車斤口󰁾
㓌	冫人王󰀝
馩	禾日十貝
哌	口⺁󰀕󰁶
䴍	貝貝󰁟灬
瓌	王亠罒󰀔
洍	氵匚丨丨
鴍	文󰁟灬󰁧
蓌	艹人人夂
蹖	口止三臼
蹗	口止󰁙匕
蹘	口止羽彡
蹚	口止⺌土
啥	口人干口
蹜	口止宀日
蹝	口止彳󰁾
蹞	口止󰁴貝
蹠	口止广灬
蹡	口止爿寸
蹢	口止亠古
蹣	口止廿丶
蹤	口止彳󰁾
蹥	口止車辶
擋	扌⺌冖田
䱋	󰁢灬󰁺八
㩩	扌匕水貝
䠝	口止口貝
刨	勹巳刂󰀢
䈨	⺮阝艮󰁧
爨	󰀗ㄇ一火
戨	丁口丁戈
鈨	釒二儿󰁀
舨	丿󰁪⺁又
鮁	󰁢灬丶
㽞	口口田󰀘
汍	氵九丶󰁶
籍	⺮三󰅇日
䒌	冖日六巴
和	禾口󰀝
蹱	口止立土
蹳	口止癶又
豍	一口䒑十
钌	钅了󰀢
蹵	󰁸小󰁾
蹷	厂䒑凵󰁾
蹸	口止米㐄
蹹	口止人羽
蹺	口止土儿
鑊	釒艹亻又
葊	艹人一廾
蹾	口止󰁸攵
瑊	王戊一口
躀	口止毌貝
